Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2018,2018 HWC,Adequate Health Insurance,South Carolina,24,75.3,0.02,,,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2016
2018,2018 HWC,Adolescent Well-Visit,South Carolina,15,81.6,0.48,,,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2016
2018,2018 HWC,Adverse Childhood Experiences,South Carolina,37,25.3,0.9,,,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2016
2018,2018 HWC,Alcohol Consumption During Pregnancy,South Carolina,,7.4,-0.22,10.8,4.1,"CDC, Pregnancy Risk Assessment Monitoring System; California Department of Public Health, Maternal and Infant Health Assessment",2015
2018,2018 HWC,All Determinants-Children,South Carolina,41,-0.075,-0.075,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,All Determinants-HWC,South Carolina,38,-0.179,-0.179,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,All Determinants-Infants,South Carolina,22,0.004,0.004,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,All Determinants-Women,South Carolina,39,-0.108,-0.108,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,Baby-Friendly Facility,South Carolina,7,33.4,0.81,,,"CDC, Breastfeeding Report Card",2016
2018,2018 HWC,Behaviors-Children,South Carolina,35,-0.023,-0.023,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,Behaviors-HWC,South Carolina,39,-0.106,-0.106,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,Behaviors-Infants,South Carolina,41,-0.05,-0.05,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,Behaviors-Women,South Carolina,41,-0.033,-0.033,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,Breastfed,South Carolina,43,18.6,-1.06,23.7,14.4,"CDC, National Immunization Survey",2014
2018,2018 HWC,Cervical Cancer Screening - Women,South Carolina,19,81.6,0.58,84.6,78.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,"Cervical Cancer Screening - Women - $25-$49,999",South Carolina,16,85.1,0.57,90.6,79.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,"Cervical Cancer Screening - Women - $50-$74,999",South Carolina,0,87.6,0,95.1,80.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,"Cervical Cancer Screening - Women - $75,000 or More",South Carolina,13,92.3,0.57,96.7,87.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Aged 21-24,South Carolina,0,69.7,0,78.8,60.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Aged 25-34,South Carolina,15,86.5,0.84,90.2,82.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Aged 35-44,South Carolina,29,82.7,-0.43,87.1,78.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - American Indian/Alaskan Native,South Carolina,0,,0,102.6,92.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Asian,South Carolina,0,,0,82.3,16.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Black,South Carolina,0,83.6,0,88.4,78.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - College Grad,South Carolina,21,88.9,0.27,92.9,84.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Hawaiian/Pacific Islander,South Carolina,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - High School Grad,South Carolina,29,78.8,-0.04,85.3,72.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Hispanic,South Carolina,0,,0,91,60.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,"Cervical Cancer Screening - Women - Less than $25,000",South Carolina,24,79.4,0.03,85.6,73.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Less than High School,South Carolina,0,79,0,92,66,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Multiracial,South Carolina,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Other Race,South Carolina,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Rural,South Carolina,0,83.9,0,92.2,75.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Some College,South Carolina,19,86.5,0.4,91.1,82,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Suburban,South Carolina,0,78.1,0,87.6,68.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - Urban,South Carolina,0,87.4,0,95.5,79.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Cervical Cancer Screening - Women - White,South Carolina,24,82.1,0.07,86.1,78.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Child Mortality,South Carolina,41,29.3,1.19,31.1,27.4,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Child Mortality - American Indian/Alaskan Native,South Carolina,,,,,,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Child Mortality - Asian,South Carolina,,,,,,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Child Mortality - Black,South Carolina,,36.7,,40.3,33.1,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Child Mortality - Female,South Carolina,,20.9,,23.1,18.6,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Child Mortality - Hispanic,South Carolina,,21,,27.6,15.6,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Child Mortality - Male,South Carolina,,37.3,,40.2,34.4,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Child Mortality - White,South Carolina,,26.3,,28.5,24.1,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Children with Health Insurance,South Carolina,20,95.3,0.58,,,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2016
2018,2018 HWC,Chlamydia - Women,South Carolina,45,2046.2,1.2,,,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2015
2018,2018 HWC,Chlamydia - Women - American Indian/Alaskan Native,South Carolina,,,,,,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2015
2018,2018 HWC,Chlamydia - Women - Asian,South Carolina,,,,,,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2015
2018,2018 HWC,Chlamydia - Women - Black,South Carolina,,3008,,,,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2015
2018,2018 HWC,Chlamydia - Women - Hawaiian/Pacific Islander,South Carolina,,,,,,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2015
2018,2018 HWC,Chlamydia - Women - Hispanic,South Carolina,,719.8,,,,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2015
2018,2018 HWC,Chlamydia - Women - White,South Carolina,,668,,,,"CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas",2015
2018,2018 HWC,Clinical Care-Children,South Carolina,46,-0.051,-0.051,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,Clinical Care-HWC,South Carolina,46,-0.099,-0.099,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,Clinical Care-Infants,South Carolina,42,-0.018,-0.018,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,Clinical Care-Women,South Carolina,43,-0.03,-0.03,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,Community & Environment-Children,South Carolina,40,-0.039,-0.039,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,Community & Environment-HWC,South Carolina,32,-0.033,-0.033,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,Community & Environment-Infants,South Carolina,2,0.05,0.05,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,Community & Environment-Women,South Carolina,42,-0.044,-0.044,0,0,America's Health Rankings Composite Measure,2018
2018,2018 HWC,Concentrated Disadvantage,South Carolina,43,29.8,0.62,,,"U.S. Census Bureau, American Community Survey",2012-2016
2018,2018 HWC,"Dedicated HC Provider - Women - $25-$49,999",South Carolina,32,74.5,-0.08,79.1,69.9,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Dedicated HC Provider - Women - $50-$74,999",South Carolina,36,78.7,-0.47,84.8,72.6,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Dedicated HC Provider - Women - $75,000 or More",South Carolina,25,86.1,-0.04,89.7,82.5,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Aged 18-24,South Carolina,33,64.2,-0.35,68.9,59.4,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Aged 25-34,South Carolina,40,68.7,-0.38,72.3,65.2,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Aged 35-44,South Carolina,27,82,0.19,84.8,79.2,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - American Indian/Alaskan Native,South Carolina,0,,0,96.7,49.9,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Asian,South Carolina,0,,0,60.5,20.7,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Black,South Carolina,0,73.7,0,77.3,70.2,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - College Grad,South Carolina,33,81.2,-0.25,84.3,78.1,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Hawaiian/Pacific Islander,South Carolina,0,,0,82.8,0,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - High School Grad,South Carolina,25,75.4,0.32,79.7,71.1,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Hispanic,South Carolina,0,55.9,0,66,45.7,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Dedicated HC Provider - Women - Less than $25,000",South Carolina,30,67.9,0.22,72.4,63.4,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Less than High School,South Carolina,0,57.7,0,67.7,47.6,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Multiracial,South Carolina,0,71.4,0,83.6,59.3,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Other Race,South Carolina,0,,0,112.7,56.2,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Rural,South Carolina,0,80.2,0,87.4,72.9,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Some College,South Carolina,40,75.2,-0.64,79.2,71.2,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Suburban,South Carolina,0,81,0,86.1,76,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - Urban,South Carolina,0,78.4,0,85.1,71.8,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated HC Provider - Women - White,South Carolina,37,74.5,-0.67,77.2,71.8,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dedicated Health Care Provider - Women,South Carolina,36,72.2,-0.22,74.3,70.1,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Dental Visit - Women,South Carolina,42,62.7,-0.86,65.9,59.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,"Dental Visit - Women - $25-$49,999",South Carolina,23,63.4,0.12,70.5,56.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,"Dental Visit - Women - $50-$74,999",South Carolina,0,76.4,0,84.9,67.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,"Dental Visit - Women - $75,000 or More",South Carolina,25,84,0.2,89.5,78.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Aged 18-24,South Carolina,46,61.3,-1.4,68.4,54.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Aged 25-34,South Carolina,40,60,-0.69,65.3,54.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Aged 35-44,South Carolina,36,66.5,-0.37,71.2,61.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - American Indian/Alaskan Native,South Carolina,0,,0,74.6,11.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Asian,South Carolina,0,,0,89,29.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Black,South Carolina,0,58.1,0,63.6,52.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - College Grad,South Carolina,41,74.9,-0.93,79.8,70.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Hawaiian/Pacific Islander,South Carolina,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - High School Grad,South Carolina,30,57.4,-0.09,64.4,50.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Hispanic,South Carolina,0,50.5,0,65.2,35.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,"Dental Visit - Women - Less than $25,000",South Carolina,31,48.7,-0.33,55.4,42,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Less than High School,South Carolina,0,43.7,0,57.8,29.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Multiracial,South Carolina,0,,0,67.4,30.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Other Race,South Carolina,0,,0,119.6,8.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Rural,South Carolina,0,55.4,0,68.2,42.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Some College,South Carolina,41,62.8,-0.55,69.2,56.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Suburban,South Carolina,0,71.1,0,79.6,62.6,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - Urban,South Carolina,0,70.8,0,81.2,60.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Dental Visit - Women - White,South Carolina,35,67.5,-0.56,71.7,63.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 HWC,Developmental Screening,South Carolina,33,24.9,-0.26,,,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2016
2018,2018 HWC,Diabetes - Women,South Carolina,41,4.1,1.2,4.9,3.3,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Diabetes - Women - $25-$49,999",South Carolina,0,6.9,0,9.6,4.3,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Diabetes - Women - $50-$74,999",South Carolina,0,,0,5.7,0.9,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Diabetes - Women - $75,000 or More",South Carolina,0,,0,3,0.2,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Aged 18-24,South Carolina,0,,0,2.3,0.3,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Aged 25-34,South Carolina,0,2.3,0,3.3,1.4,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Aged 35-44,South Carolina,46,8.1,1.61,10,6.2,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - American Indian/Alaskan Native,South Carolina,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Asian,South Carolina,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Black,South Carolina,0,5.4,0,7,3.7,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - College Grad,South Carolina,0,2.4,0,3.4,1.4,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Hawaiian/Pacific Islander,South Carolina,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - High School Grad,South Carolina,0,7,0,9.4,4.7,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Hispanic,South Carolina,0,,0,10.5,2.4,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Diabetes - Women - Less than $25,000",South Carolina,0,7.1,0,9.3,4.9,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Less than High School,South Carolina,0,,0,11.9,2.9,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Multiracial,South Carolina,0,,0,19.3,1.8,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Other Race,South Carolina,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Rural,South Carolina,0,,0,10.4,2.6,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Some College,South Carolina,0,5.6,0,7.7,3.5,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Suburban,South Carolina,0,4.7,0,7.3,2,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - Urban,South Carolina,0,,0,10.3,1.9,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Diabetes - Women - White,South Carolina,0,3,0,3.9,2,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Drug Deaths - Women,South Carolina,19,14.2,-0.03,15.6,12.8,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Drug Deaths - Women - Aged 15-24,South Carolina,,4.5,,6,3.2,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Drug Deaths - Women - Aged 25-34,South Carolina,,12.6,,14.9,10.4,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Drug Deaths - Women - Aged 35-44,South Carolina,,26.4,,29.7,23.1,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Drug Deaths - Women - Black,South Carolina,,4.2,,5.8,3,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Drug Deaths - Women - Hispanic,South Carolina,,,,,,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Drug Deaths - Women - White,South Carolina,,19.3,,21.3,17.3,"CDC, National Vital Statistics System",2014-2016
2018,2018 HWC,Excessive Drinking - Women,South Carolina,16,17.4,-0.38,19.2,15.7,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Excessive Drinking - Women - $25-$49,999",South Carolina,23,17.8,-0.08,21.9,13.6,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Excessive Drinking - Women - $50-$74,999",South Carolina,0,20.8,0,26.4,15.2,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Excessive Drinking - Women - $75,000 or More",South Carolina,14,18.4,-0.77,22.5,14.3,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - American Indian/Alaskan Native,South Carolina,0,,0,15.6,0,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - Asian,South Carolina,0,,0,8.8,0,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - Black,South Carolina,0,13.8,0,16.5,11,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - College Grad,South Carolina,20,19.3,-0.33,22.6,16,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - Hawaiian/Pacific Islander,South Carolina,0,,0,60.4,0,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - High School Grad,South Carolina,32,17,0.23,20.7,13.2,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - Hispanic,South Carolina,0,14.5,0,21.6,7.4,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Excessive Drinking - Women - Less Than $25,000",South Carolina,26,15.1,0.42,18.5,11.8,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - Less than High School,South Carolina,0,13.9,0,20.7,7,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - Multiracial,South Carolina,0,,0,26.7,6.6,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - Other Race,South Carolina,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - Rural,South Carolina,0,10.7,0,16,5.4,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - Some College,South Carolina,11,15.4,-0.75,18.8,12.1,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - Suburban,South Carolina,0,13.1,0,17.4,8.8,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - Urban,South Carolina,0,12.8,0,18.6,7.1,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women - White,South Carolina,18,20.2,-0.53,22.7,17.7,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women Aged 18-24,South Carolina,11,18.9,-0.64,22.9,15,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women Aged 25-34,South Carolina,14,18.1,-0.55,21,15.2,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Excessive Drinking - Women Aged 35-44,South Carolina,27,15.6,0.16,18.2,13,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women,South Carolina,45,29.7,-0.81,31.9,27.6,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Flu Vaccine - Women - $25-$49,999",South Carolina,29,31.3,0.08,36.2,26.4,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Flu Vaccine - Women - $50-$74,999",South Carolina,31,36.2,-0.07,42.8,29.7,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Flu Vaccine - Women - $75,000 or More",South Carolina,36,43.2,-0.25,48.5,37.9,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Aged 18-24,South Carolina,48,23.2,-1.33,27.5,18.9,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Aged 25-34,South Carolina,40,32,-0.49,35.6,28.4,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Aged 35-44,South Carolina,42,32.3,-0.57,35.5,29.1,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - American Indian/Alaskan Native,South Carolina,0,,0,68.4,13.4,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Asian,South Carolina,0,,0,34.5,6.4,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Black,South Carolina,0,24.2,0,27.7,20.8,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - College Grad,South Carolina,40,41.6,-0.45,45.6,37.6,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Hawaiian/Pacific Islander,South Carolina,0,,0,104.9,9.3,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - High School Grad,South Carolina,23,27.7,0.04,32.4,23,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Hispanic,South Carolina,0,29.9,0,39.7,20.1,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Flu Vaccine - Women - Less than $25,000",South Carolina,44,23.8,-0.86,28,19.7,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Less than High School,South Carolina,0,18.9,0,26.9,11,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Multiracial,South Carolina,0,19.9,0,29.3,10.5,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Other Race,South Carolina,0,,0,50.7,0,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Rural,South Carolina,0,30,0,37.9,22.1,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Some College,South Carolina,38,30.7,-0.37,34.9,26.6,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Suburban,South Carolina,0,33.4,0,39.3,27.5,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Flu Vaccine - Women - Urban,South Carolina,0,36,0,44.1,27.9,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
